what,kind,bundleId,bundleVersion,description,time
activated,view,org.eclipse.ui.views,3.5.0.I20100527-0800,"org.eclipse.ui.views.ContentOutline",1315865476115
started,bundle,org.eclipse.equinox.p2.updatesite,1.0.201.R36x_v20100823,"org.eclipse.equinox.p2.updatesite",1315865477238
activated,editor,net.sourceforge.texlipse,1.4.2,"net.sourceforge.texlipse.TexEditor",1315865480916
started,bundle,org.eclipse.equinox.p2.garbagecollector,1.0.100.v20100503,"org.eclipse.equinox.p2.garbagecollector",1315865483562
executed,command,net.sourceforge.texlipse,1.4.2,"net.sourceforge.texlipse.commands.preview",1315865483622
opened,view,org.eclipse.ui.console,3.5.0.v20100526,"org.eclipse.ui.console.ConsoleView",1315865484050
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1315865494255
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1315865879575
started,bundle,org.eclipse.ui.externaltools,3.2.0.v20100427,"org.eclipse.ui.externaltools",1315865886352
activated,view,org.eclipse.ui.navigator.resources,3.4.201.M20100707-0800,"org.eclipse.ui.navigator.ProjectExplorer",1315865891338
activated,editor,net.sourceforge.texlipse,1.4.2,"net.sourceforge.texlipse.TexEditor",1315865894371
executed,command,net.sourceforge.texlipse,1.4.2,"net.sourceforge.texlipse.commands.preview",1315865899607
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1315865900768
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1315865909258
executed,command,org.eclipse.ui.externaltools,3.2.0.v20100427,"org.eclipse.ui.externaltools.ExternalToolMenuDelegateToolbar",1315865913918
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1315865915024
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1315865927711
executed,command,org.eclipse.ui.externaltools,3.2.0.v20100427,"org.eclipse.ui.externaltools.ExternalToolMenuDelegateToolbar",1315865927749
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1315865935165
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.edit.copy",1315866136390
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.edit.paste",1315866625440
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1315866724835
executed,command,net.sourceforge.texlipse,1.4.2,"net.sourceforge.texlipse.commands.preview",1315866734695
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1315866735802
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1315866738688
activated,view,org.eclipse.ui.navigator.resources,3.4.201.M20100707-0800,"org.eclipse.ui.navigator.ProjectExplorer",1315866744963
activated,editor,net.sourceforge.texlipse,1.4.2,"net.sourceforge.texlipse.TexEditor",1315866746898
executed,command,net.sourceforge.texlipse,1.4.2,"net.sourceforge.texlipse.commands.preview",1315866750277
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1315866751376
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1315866754557
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1315866759300
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1315866826808
executed,command,net.sourceforge.texlipse,1.4.2,"net.sourceforge.texlipse.commands.preview",1315866829390
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1315866833827
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1315866836601
executed,command,net.sourceforge.texlipse,1.4.2,"net.sourceforge.texlipse.commands.preview",1315866838794
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1315866839900
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1315867281995
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1315867284392
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1315867313895
executed,command,org.eclipse.ui.externaltools,3.2.0.v20100427,"org.eclipse.ui.externaltools.ExternalToolMenuDelegateToolbar",1315867317734
executed,command,net.sourceforge.texlipse,1.4.2,"net.sourceforge.texlipse.commands.preview",1315867322939
activated,view,org.eclipse.ui.console,3.5.0.v20100526,"org.eclipse.ui.console.ConsoleView",1315867326978
activated,editor,net.sourceforge.texlipse,1.4.2,"net.sourceforge.texlipse.TexEditor",1315867333218
executed,command,net.sourceforge.texlipse,1.4.2,"net.sourceforge.texlipse.commands.preview",1315867335999
started,bundle,org.eclipse.jst.servlet.ui,1.1.404.v201101270100,"org.eclipse.jst.servlet.ui",1315867342795
executed,command,net.sourceforge.texlipse,1.4.2,"net.sourceforge.texlipse.commands.preview",1315867352815
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1315867353602
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1315867369638
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1315867372387
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1315867599738
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1315867600254
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1315867614750
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1315867615695
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1315867703034
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1315867703079
executed,command,net.sourceforge.texlipse,1.4.2,"net.sourceforge.texlipse.commands.preview",1315867724624
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1315867724751
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1315867726598
activated,view,org.eclipse.ui.console,3.5.0.v20100526,"org.eclipse.ui.console.ConsoleView",1315867726637
activated,editor,net.sourceforge.texlipse,1.4.2,"net.sourceforge.texlipse.TexEditor",1315867730913
executed,command,net.sourceforge.texlipse,1.4.2,"net.sourceforge.texlipse.commands.preview",1315867743797
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1315867743907
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1315867748174
executed,command,net.sourceforge.texlipse,1.4.2,"net.sourceforge.texlipse.commands.preview",1315867750012
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1315867750128
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1315867751123
executed,command,net.sourceforge.texlipse,1.4.2,"net.sourceforge.texlipse.commands.preview",1315867804993
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1315867805107
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1315867808397
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1315867809227
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1315867811833
opened,view,org.eclipse.ui.views,3.5.0.I20100527-0800,"org.eclipse.ui.views.PropertySheet",1315867819899
activated,view,org.eclipse.ui.views,3.5.0.I20100527-0800,"org.eclipse.ui.views.PropertySheet",1315867819966
executed,command,org.eclipse.ui.views,3.5.0.I20100527-0800,"org.eclipse.ui.views.properties.NewPropertySheetCommand",1315867819967
activated,editor,net.sourceforge.texlipse,1.4.2,"net.sourceforge.texlipse.TexEditor",1315867821786
opened,view,net.sourceforge.texlipse,1.4.2,"net.sourceforge.texlipse.TableView",1315867823359
activated,view,net.sourceforge.texlipse,1.4.2,"net.sourceforge.texlipse.TableView",1315867823399
opened,view,org.eclipse.ui.ide,3.6.1.M20100825-0800,"org.eclipse.ui.views.TaskList",1315867824897
activated,view,org.eclipse.ui.ide,3.6.1.M20100825-0800,"org.eclipse.ui.views.TaskList",1315867824942
activated,view,org.eclipse.ui.console,3.5.0.v20100526,"org.eclipse.ui.console.ConsoleView",1315867825666
activated,view,org.eclipse.ui.ide,3.6.1.M20100825-0800,"org.eclipse.ui.views.ProblemView",1315867826892
activated,editor,net.sourceforge.texlipse,1.4.2,"net.sourceforge.texlipse.TexEditor",1315867831991
activated,view,org.eclipse.ui.navigator.resources,3.4.201.M20100707-0800,"org.eclipse.ui.navigator.ProjectExplorer",1315867832672
started,bundle,org.eclipse.ui.views.properties.tabbed,3.5.100.I20100509-0800,"org.eclipse.ui.views.properties.tabbed",1315867832755
started,bundle,org.eclipse.jst.ws.jaxws.dom.integration,1.0.0.v201004171919,"org.eclipse.jst.ws.jaxws.dom.integration",1315867834243
started,bundle,org.eclipse.jst.ws.jaxws.dom.ui,1.0.0.v201004171919,"org.eclipse.jst.ws.jaxws.dom.ui",1315867834310
activated,editor,net.sourceforge.texlipse,1.4.2,"net.sourceforge.texlipse.TexEditor",1315867841623
started,bundle,org.eclipse.equinox.p2.ui.sdk,1.0.100.v20100513,"org.eclipse.equinox.p2.ui.sdk",1315867848447
started,bundle,org.eclipse.equinox.p2.ui,2.0.0.v20100518,"org.eclipse.equinox.p2.ui",1315867848452
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1315867849068
started,bundle,org.eclipse.equinox.frameworkadmin,2.0.0.v20100503,"org.eclipse.equinox.frameworkadmin",1315868268331
started,bundle,org.eclipse.equinox.simpleconfigurator.manipulator,2.0.0.v20100503,"org.eclipse.equinox.simpleconfigurator.manipulator",1315868268362
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1315868700850
executed,command,org.eclipse.equinox.p2.ui.sdk,1.0.100.v20100513,"org.eclipse.equinox.p2.ui.sdk.install",1315868700867
executed,command,org.eclipse.equinox.p2.ui.sdk,1.0.100.v20100513,"org.eclipse.equinox.p2.ui.sdk.update",1315868702870
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1315868703328
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1315868707677
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1315868710064
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1315868716759
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.help.aboutAction",1315868716768
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1315868717742
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1315868725010
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1315868727736
started,bundle,org.eclipse.equinox.security.ui,1.0.200.v20100503,"org.eclipse.equinox.security.ui",1315868794526
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1315868805753
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.help.aboutAction",1315868805765
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1315868806068
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1315868807401
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1315868808995
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1315868821723
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.help.aboutAction",1315868821749
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1315868822286
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1315900531581
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1315900534005
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1315900541330
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1315900543306
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1315900543454
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1315900545399
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1315900806601
activated,view,org.eclipse.ui.navigator.resources,3.4.201.M20100707-0800,"org.eclipse.ui.navigator.ProjectExplorer",1315900815716
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1315900821436
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1315900822855
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1315900826539
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1315900827908
closed,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1315900828826
stopped,bundle,org.eclipse.mylyn.ide.ant,3.4.0.v20100608-0100-e3x,"org.eclipse.mylyn.ide.ant",1315900833186
stopped,bundle,org.eclipse.jst.j2ee.xdoclet.runtime,1.1.300.v201004280700,"org.eclipse.jst.j2ee.xdoclet.runtime",1315900833187
stopped,bundle,org.eclipse.jst.j2ee.ejb.annotations.xdoclet,1.2.100.v201003112036,"org.eclipse.jst.j2ee.ejb.annotations.xdoclet",1315900833187
stopped,bundle,org.eclipse.jst.server.generic.jboss,1.6.1.v200904151730,"org.eclipse.jst.server.generic.jboss",1315900833187
stopped,bundle,org.eclipse.jst.server.generic.jonas,1.5.205.v200805140145,"org.eclipse.jst.server.generic.jonas",1315900833187
stopped,bundle,org.eclipse.jst.server.generic.oc4j,1.5.206.v20090812,"org.eclipse.jst.server.generic.oc4j",1315900833187
stopped,bundle,org.eclipse.jst.server.websphere.core,1.0.302.v20080620,"org.eclipse.jst.server.websphere.core",1315900833187
stopped,bundle,org.eclipse.jst.server.generic.ui,1.0.505.v20100428,"org.eclipse.jst.server.generic.ui",1315900833188
stopped,bundle,org.eclipse.jst.server.generic.core,1.0.606.v20100512,"org.eclipse.jst.server.generic.core",1315900833188
stopped,bundle,org.eclipse.datatools.connectivity.oda.template.ui,3.2.1.v201004090942,"org.eclipse.datatools.connectivity.oda.template.ui",1315900833188
stopped,bundle,org.eclipse.pde.api.tools.ui,1.0.201.v20100820_r361,"org.eclipse.pde.api.tools.ui",1315900833188
stopped,bundle,org.eclipse.pde.ds.ui,1.0.100.v20100601,"org.eclipse.pde.ds.ui",1315900833188
stopped,bundle,org.eclipse.pde.runtime,3.4.200.v20100601,"org.eclipse.pde.runtime",1315900833188
stopped,bundle,org.eclipse.pde.ua.ui,1.0.100.v20100504,"org.eclipse.pde.ua.ui",1315900833188
stopped,bundle,org.eclipse.pde.ui.templates,3.4.200.v20100601,"org.eclipse.pde.ui.templates",1315900833188
stopped,bundle,org.eclipse.rap.ui.launch,1.3.2.20110216-1041,"org.eclipse.rap.ui.launch",1315900833188
stopped,bundle,org.eclipse.pde.ui,3.6.1.v20110210_r362,"org.eclipse.pde.ui",1315900833188
stopped,bundle,org.eclipse.ant.ui,3.5.0.v20100427,"org.eclipse.ant.ui",1315900833188
stopped,bundle,org.eclipse.ant.launching,1.0.0.v20100427,"org.eclipse.ant.launching",1315900833189
stopped,bundle,org.eclipse.compare.win32,1.0.100.I20100505-1245,"org.eclipse.compare.win32",1315900833189
stopped,bundle,org.eclipse.equinox.p2.ui.sdk,1.0.100.v20100513,"org.eclipse.equinox.p2.ui.sdk",1315900833266
stopped,bundle,org.eclipse.mylyn.java.tasks,3.4.0.v20100608-0100-e3x,"org.eclipse.mylyn.java.tasks",1315900833266
stopped,bundle,org.eclipse.mylyn.java.ui,3.4.0.v20100608-0100-e3x,"org.eclipse.mylyn.java.ui",1315900833266
stopped,bundle,org.eclipse.jst.server.tomcat.ui,1.1.200.v20100418,"org.eclipse.jst.server.tomcat.ui",1315900833266
stopped,bundle,org.eclipse.jst.server.ui,1.1.101.v20100823b,"org.eclipse.jst.server.ui",1315900833266
stopped,bundle,org.eclipse.jdt.junit,3.6.1.r361_v20100825-0800,"org.eclipse.jdt.junit",1315900833266
stopped,bundle,org.eclipse.jdt.apt.ui,3.3.300.v20100513-0845,"org.eclipse.jdt.apt.ui",1315900833266
stopped,bundle,gov.sandia.jess.debug,7.1.0,"gov.sandia.jess.debug",1315900833266
stopped,bundle,org.eclipse.datatools.enablement.sybase.asa.schemaobjecteditor.examples,2.5.0.200810071,"org.eclipse.datatools.enablement.sybase.asa.schemaobjecteditor.examples",1315900833266
stopped,bundle,org.eclipse.datatools.sqltools.debugger.core.ui,1.0.0.v201003161000,"org.eclipse.datatools.sqltools.debugger.core.ui",1315900833266
stopped,bundle,org.eclipse.jst.server.preview.adapter,1.1.100.v20100308,"org.eclipse.jst.server.preview.adapter",1315900833267
stopped,bundle,org.eclipse.wst.xsl.jaxp.debug.ui,1.0.100.v201004290328,"org.eclipse.wst.xsl.jaxp.debug.ui",1315900833267
stopped,bundle,org.pnml.tools.epnk.pntypes.hlpng.pntd.edit,0.9.0.201101281434,"org.pnml.tools.epnk.pntypes.hlpng.pntd.edit",1315900833267
stopped,bundle,org.pnml.tools.epnk.pntypes.hlpng.pntd,0.9.0.201101281434,"org.pnml.tools.epnk.pntypes.hlpng.pntd",1315900833267
stopped,bundle,org.pnml.tools.epnk.pntypes.hlpngs.datatypes.concretesyntax.edit,0.9.0.201101281434,"org.pnml.tools.epnk.pntypes.hlpngs.datatypes.concretesyntax.edit",1315900833267
stopped,bundle,org.pnml.tools.epnk.pntypes.hlpngs.datatypes.concretesyntax.generator,1.0.0,"org.pnml.tools.epnk.pntypes.hlpngs.datatypes.concretesyntax.generator",1315900833267
stopped,bundle,org.pnml.tools.epnk.pntypes.hlpngs.datatypes.concretesyntax.ui,0.9.0.201101281434,"org.pnml.tools.epnk.pntypes.hlpngs.datatypes.concretesyntax.ui",1315900833267
stopped,bundle,org.pnml.tools.epnk.pntypes.hlpngs.datatypes.concretesyntax,0.9.0.201101281434,"org.pnml.tools.epnk.pntypes.hlpngs.datatypes.concretesyntax",1315900833267
stopped,bundle,org.eclipse.jdt.debug.ui,3.5.0.v20100602-0830,"org.eclipse.jdt.debug.ui",1315900833270
stopped,bundle,gov.sandia.jess.reteview,7.1.0,"gov.sandia.jess.reteview",1315900833270
stopped,bundle,gov.sandia.jess.editor,7.1.0,"gov.sandia.jess.editor",1315900833270
stopped,bundle,org.eclipse.jpt.eclipselink.ui,1.3.0.v201004280001,"org.eclipse.jpt.eclipselink.ui",1315900833270
stopped,bundle,org.eclipse.jpt.jaxb.ui,1.0.1.v201006300000,"org.eclipse.jpt.jaxb.ui",1315900833270
stopped,bundle,org.eclipse.jpt.ui,2.3.2.v201008252310,"org.eclipse.jpt.ui",1315900833270
stopped,bundle,org.eclipse.jpt.eclipselink.core,1.3.2.v201102072310,"org.eclipse.jpt.eclipselink.core",1315900833270
stopped,bundle,org.eclipse.jpt.core,2.3.3.v201102172310,"org.eclipse.jpt.core",1315900833271
stopped,bundle,org.eclipse.jpt.db,1.2.202.v201010192330,"org.eclipse.jpt.db",1315900833271
stopped,bundle,org.eclipse.datatools.enablement.jdt.classpath,1.0.1.v201004070709,"org.eclipse.datatools.enablement.jdt.classpath",1315900833271
stopped,bundle,org.eclipse.jst.common.annotations.ui,1.1.300.v201002081900,"org.eclipse.jst.common.annotations.ui",1315900833271
stopped,bundle,org.eclipse.jst.jsf.facelet.ui,1.0.0.v20100602,"org.eclipse.jst.jsf.facelet.ui",1315900833271
stopped,bundle,org.eclipse.jst.jsf.ui,1.3.1.v20100906,"org.eclipse.jst.jsf.ui",1315900833271
stopped,bundle,org.eclipse.jst.j2ee.ejb.annotations.ui,1.1.200.v201004290730,"org.eclipse.jst.j2ee.ejb.annotations.ui",1315900833271
stopped,bundle,org.eclipse.jst.ws.axis.creation.ui,1.0.600.v201008171516,"org.eclipse.jst.ws.axis.creation.ui",1315900833271
stopped,bundle,org.eclipse.jst.ws.axis.consumption.ui,1.0.505.v201004211805,"org.eclipse.jst.ws.axis.consumption.ui",1315900833271
stopped,bundle,org.eclipse.jst.ws.axis2.creation.ui,1.0.104.v201004211805,"org.eclipse.jst.ws.axis2.creation.ui",1315900833271
stopped,bundle,org.eclipse.jst.ws.axis2.consumption.ui,1.0.103.v201004211805,"org.eclipse.jst.ws.axis2.consumption.ui",1315900833271
stopped,bundle,org.eclipse.jst.ws.axis2.creation.core,1.0.106.v201004211805,"org.eclipse.jst.ws.axis2.creation.core",1315900833271
stopped,bundle,org.eclipse.jst.ws.axis2.consumption.core,1.0.105.v201004211805,"org.eclipse.jst.ws.axis2.consumption.core",1315900833271
stopped,bundle,org.eclipse.jst.ws.cxf.creation.ui,1.0.0.v201003311345,"org.eclipse.jst.ws.cxf.creation.ui",1315900833271
stopped,bundle,org.eclipse.jst.ws.cxf.consumption.ui,1.0.0.v201003222311,"org.eclipse.jst.ws.cxf.consumption.ui",1315900833271
stopped,bundle,org.eclipse.jst.ws.creation.ui,1.0.510.v201011041151,"org.eclipse.jst.ws.creation.ui",1315900833271
stopped,bundle,org.eclipse.jst.ws.consumption.ui,1.1.302.v201101191731,"org.eclipse.jst.ws.consumption.ui",1315900833272
stopped,bundle,org.eclipse.jst.j2ee.webservice.ui,1.1.400.v201004110600,"org.eclipse.jst.j2ee.webservice.ui",1315900833272
stopped,bundle,org.eclipse.jst.ws.jaxws.dom.integration,1.0.0.v201004171919,"org.eclipse.jst.ws.jaxws.dom.integration",1315900833273
stopped,bundle,org.eclipse.jst.ejb.ui,1.1.502.v201101121843,"org.eclipse.jst.ejb.ui",1315900833273
stopped,bundle,org.eclipse.jst.servlet.ui,1.1.404.v201101270100,"org.eclipse.jst.servlet.ui",1315900833273
stopped,bundle,org.eclipse.jst.jee.ui,1.0.304.v201101272100,"org.eclipse.jst.jee.ui",1315900833273
stopped,bundle,org.eclipse.jst.j2ee.navigator.ui,1.1.403.v201012020600,"org.eclipse.jst.j2ee.navigator.ui",1315900833273
stopped,bundle,org.eclipse.jst.j2ee.jca.ui,1.1.400.v201004150700,"org.eclipse.jst.j2ee.jca.ui",1315900833273
stopped,bundle,org.eclipse.jst.j2ee.ui,1.1.404.v201101122300,"org.eclipse.jst.j2ee.ui",1315900833273
stopped,bundle,org.eclipse.jst.ws.jaxrs.ui,1.0.301.v201012020511,"org.eclipse.jst.ws.jaxrs.ui",1315900833273
stopped,bundle,org.eclipse.jst.common.project.facet.ui,1.4.102.v201008182136,"org.eclipse.jst.common.project.facet.ui",1315900833273
stopped,bundle,org.eclipse.jst.j2ee.ejb.annotations.emitter,1.1.200.v200909290826,"org.eclipse.jst.j2ee.ejb.annotations.emitter",1315900833273
stopped,bundle,org.eclipse.jst.jsf.apache.trinidad.tagsupport,1.1.101.v20100906,"org.eclipse.jst.jsf.apache.trinidad.tagsupport",1315900833273
stopped,bundle,org.eclipse.jst.pagedesigner.jsf.ui,1.2.0.v20100414,"org.eclipse.jst.pagedesigner.jsf.ui",1315900833273
stopped,bundle,org.eclipse.jst.jsf.facesconfig.ui,1.2.1.v201101112207,"org.eclipse.jst.jsf.facesconfig.ui",1315900833273
stopped,bundle,org.eclipse.jst.pagedesigner,1.3.2.v201101211220,"org.eclipse.jst.pagedesigner",1315900833273
stopped,bundle,org.eclipse.jst.jsf.common.ui,1.2.0.v20100329,"org.eclipse.jst.jsf.common.ui",1315900833273
stopped,bundle,org.eclipse.jst.ws.cxf.consumption.core,1.0.0.v201003222311,"org.eclipse.jst.ws.cxf.consumption.core",1315900833273
stopped,bundle,org.eclipse.jst.ws.cxf.creation.core,1.0.0.v201003311345,"org.eclipse.jst.ws.cxf.creation.core",1315900833273
stopped,bundle,org.eclipse.jst.ws.cxf.ui,1.0.0.v201004171919,"org.eclipse.jst.ws.cxf.ui",1315900833273
stopped,bundle,org.eclipse.jst.ws.cxf.core,1.0.0.v201003311345,"org.eclipse.jst.ws.cxf.core",1315900833273
stopped,bundle,org.eclipse.jst.ws.jaxws.ui,1.0.1.v201008232129,"org.eclipse.jst.ws.jaxws.ui",1315900833273
stopped,bundle,org.eclipse.jst.ws.jaxws.core,1.0.0.v201004171919,"org.eclipse.jst.ws.jaxws.core",1315900833274
stopped,bundle,org.eclipse.jst.ws.annotations.core,1.0.0.v201004262257,"org.eclipse.jst.ws.annotations.core",1315900833274
stopped,bundle,org.eclipse.jst.ws.axis2.ui,1.0.303.v201003110431,"org.eclipse.jst.ws.axis2.ui",1315900833274
stopped,bundle,org.eclipse.jst.ws.uddiregistry,1.0.500.v201004211805,"org.eclipse.jst.ws.uddiregistry",1315900833274
stopped,bundle,org.eclipse.jst.ws.ui,1.0.403.v201004211805,"org.eclipse.jst.ws.ui",1315900833274
stopped,bundle,org.eclipse.jst.common.ui,1.0.3.v201101101700,"org.eclipse.jst.common.ui",1315900833274
stopped,bundle,org.eclipse.jst.pagedesigner.jsp.core,1.2.0.v20100308,"org.eclipse.jst.pagedesigner.jsp.core",1315900833274
stopped,bundle,org.eclipse.jst.jsf.facelet.core,1.0.2.v201101042130,"org.eclipse.jst.jsf.facelet.core",1315900833274
stopped,bundle,org.eclipse.jst.jsf.core,1.3.3.v201102021253,"org.eclipse.jst.jsf.core",1315900833274
